0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/06,Lunes,33540,38590,36065
8/06,Martes,32327,37193,34760
9/06,Miércoles,30392,34968,32680
10/06,Jueves,31721,36497,34109
11/06,Viernes,32494,37386,34940
14/06,Lunes,31963,36775,34369
15/06,Martes,33420,38450,35935
16/06,Miércoles,34442,39626,37034
17/06,Jueves,33402,38430,35916
18/06,Viernes,30966,35628,33297
21/06,Lunes,30341,34909,32625
22/06,Martes,31051,35725,33388
23/06,Miércoles,30690,35310,33000
24/06,Jueves,34341,39511,36926
25/06,Viernes,31792,36578,34185
28/06,Lunes,31913,36717,34315
29/06,Martes,29367,33787,31577
30/06,Miércoles,32382,37256,34819
1/07,Jueves,27778,31960,29869
2/07,Viernes,27387,31509,29448
5/07,Lunes,25646,29506,27576
6/07,Martes,25497,29335,27416
7/07,Miércoles,23895,27493,25694
8/07,Jueves,23985,27595,25790
