0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/08,Viernes,45469,52313,48891
23/08,Lunes,45502,52352,48927
24/08,Martes,44275,50941,47608
25/08,Miércoles,43251,49761,46506
26/08,Jueves,43172,49670,46421
27/08,Viernes,42513,48913,45713
30/08,Lunes,45768,52658,49213
31/08,Martes,44620,51336,47978
1/09,Miércoles,44590,51302,47946
2/09,Jueves,43924,50536,47230
3/09,Viernes,46397,53381,49889
6/09,Lunes,45577,52439,49008
7/09,Martes,47447,54589,51018
8/09,Miércoles,49731,57217,53474
9/09,Jueves,51183,58887,55035
10/09,Viernes,53249,61265,57257
13/09,Lunes,51926,59742,55834
14/09,Martes,50996,58672,54834
15/09,Miércoles,49110,56502,52806
16/09,Jueves,48197,55453,51825
17/09,Viernes,50798,58444,54621
20/09,Lunes,50796,58442,54619
21/09,Martes,51489,59241,55365
22/09,Miércoles,54546,62758,58652
