0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/06,Miércoles,30909,35563,33236
10/06,Jueves,28996,33360,31178
11/06,Viernes,29209,33607,31408
14/06,Lunes,28152,32390,30271
15/06,Martes,26467,30451,28459
16/06,Miércoles,27624,31782,29703
17/06,Jueves,28297,32557,30427
18/06,Viernes,27835,32025,29930
21/06,Lunes,29103,33485,31294
22/06,Martes,29993,34509,32251
23/06,Miércoles,29088,33466,31277
24/06,Jueves,26966,31026,28996
25/06,Viernes,26422,30400,28411
28/06,Lunes,27041,31111,29076
29/06,Martes,26726,30750,28738
30/06,Miércoles,29906,34408,32157
1/07,Jueves,27686,31854,29770
2/07,Viernes,27791,31975,29883
5/07,Lunes,25573,29423,27498
6/07,Martes,28199,32443,30321
7/07,Miércoles,24189,27831,26010
8/07,Jueves,23848,27438,25643
9/07,Viernes,22332,25694,24013
12/07,Lunes,22203,25545,23874
