0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/10,Lunes,45388,52220,48804
5/10,Martes,44924,51686,48305
6/10,Miércoles,49369,56801,53085
7/10,Jueves,52080,59920,56000
8/10,Viernes,52698,60630,56664
11/10,Lunes,51290,59011,55150
12/10,Martes,50085,57625,53855
13/10,Miércoles,50648,58272,54460
14/10,Jueves,50502,58104,54303
15/10,Viernes,48200,55456,51828
18/10,Lunes,49650,57124,53387
19/10,Martes,53240,61254,57247
20/10,Miércoles,50409,57997,54203
21/10,Jueves,45797,52691,49244
22/10,Viernes,44788,51530,48159
25/10,Lunes,45751,52639,49195
26/10,Martes,45298,52118,48708
27/10,Miércoles,44940,51706,48323
28/10,Jueves,45914,52826,49370
29/10,Viernes,48128,55374,51751
1/11,Lunes,46975,54047,50511
2/11,Martes,47908,55120,51514
3/11,Miércoles,48242,55504,51873
4/11,Jueves,46646,53668,50157
