0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/06,Viernes,33487,38529,36008
14/06,Lunes,37469,43109,40289
15/06,Martes,37274,42886,40080
16/06,Miércoles,34966,40230,37598
17/06,Jueves,35224,40526,37875
18/06,Viernes,33949,39059,36504
21/06,Lunes,31917,36721,34319
22/06,Martes,33312,38326,35819
23/06,Miércoles,34124,39260,36692
24/06,Jueves,33566,38618,36092
25/06,Viernes,35095,40379,37737
28/06,Lunes,36169,41613,38891
29/06,Martes,35077,40357,37717
30/06,Miércoles,32519,37415,34967
1/07,Jueves,31864,36660,34262
2/07,Viernes,32609,37517,35063
5/07,Lunes,32230,37082,34656
6/07,Martes,36064,41494,38779
7/07,Miércoles,33388,38414,35901
8/07,Jueves,33515,38561,36038
9/07,Viernes,30841,35483,33162
12/07,Lunes,34007,39127,36567
13/07,Martes,29172,33564,31368
14/07,Miércoles,28760,33090,30925
