0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/08,Miércoles,41778,48068,44923
12/08,Jueves,44130,50774,47452
13/08,Viernes,43351,49877,46614
16/08,Lunes,45129,51923,48526
17/08,Martes,47302,54422,50862
18/08,Miércoles,48682,56010,52346
19/08,Jueves,50647,58271,54459
20/08,Viernes,49389,56823,53106
23/08,Lunes,48504,55806,52155
24/08,Martes,46710,53742,50226
25/08,Miércoles,45842,52744,49293
26/08,Jueves,48315,55589,51952
27/08,Viernes,48314,55587,51950
30/08,Lunes,48974,56346,52660
31/08,Martes,51882,59692,55787
1/09,Miércoles,54681,62913,58797
2/09,Jueves,56402,64892,60647
3/09,Viernes,57527,66187,61857
6/09,Lunes,59881,68895,64388
7/09,Martes,60178,69236,64707
8/09,Miércoles,64917,74689,69803
9/09,Jueves,62701,72139,67420
10/09,Viernes,60809,69963,65386
13/09,Lunes,61310,70540,65925
