0,1,2,3,4
Fecha,Día,Min,Máx,Precio
31/08,Martes,42069,48401,45235
1/09,Miércoles,41963,48279,45121
2/09,Jueves,41815,48109,44962
3/09,Viernes,43810,50404,47107
6/09,Lunes,41892,48198,45045
7/09,Martes,43042,49522,46282
8/09,Miércoles,41453,47693,44573
9/09,Jueves,41645,47915,44780
10/09,Viernes,42005,48329,45167
13/09,Lunes,41608,47872,44740
14/09,Martes,43899,50507,47203
15/09,Miércoles,45899,52809,49354
16/09,Jueves,45933,52847,49390
17/09,Viernes,44695,51423,48059
20/09,Lunes,43660,50232,46946
21/09,Martes,43580,50140,46860
22/09,Miércoles,42915,49375,46145
23/09,Jueves,46201,53155,49678
24/09,Viernes,45042,51822,48432
27/09,Lunes,45011,51787,48399
28/09,Martes,44339,51013,47676
29/09,Miércoles,46835,53885,50360
30/09,Jueves,46008,52934,49471
1/10,Viernes,47895,55105,51500
