0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/10,Viernes,58429,67225,62827
1/11,Lunes,56642,65168,60905
2/11,Martes,54149,62301,58225
3/11,Miércoles,56128,64578,60353
4/11,Jueves,55708,64094,59901
5/11,Viernes,56285,64759,60522
8/11,Lunes,54848,63104,58976
9/11,Martes,51743,59533,55638
10/11,Miércoles,53144,61144,57144
11/11,Jueves,55046,63332,59189
12/11,Viernes,55520,63878,59699
15/11,Lunes,56115,64563,60339
16/11,Martes,55385,63723,59554
17/11,Miércoles,59554,68520,64037
18/11,Jueves,59548,68512,64030
19/11,Viernes,60994,70176,65585
22/11,Lunes,59405,68347,63876
23/11,Martes,62453,71855,67154
24/11,Miércoles,62159,71517,66838
25/11,Jueves,63346,72882,68114
26/11,Viernes,63506,73066,68286
29/11,Lunes,61726,71018,66372
30/11,Martes,66326,76310,71318
1/12,Miércoles,69333,79771,74552
