0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/04,Miércoles,55838,64244,60041
8/04,Jueves,56954,65528,61241
9/04,Viernes,55109,63405,59257
12/04,Lunes,55352,63684,59518
13/04,Martes,55292,63616,59454
14/04,Miércoles,55303,63629,59466
15/04,Jueves,56414,64906,60660
16/04,Viernes,58278,67052,62665
19/04,Lunes,58194,66954,62574
20/04,Martes,59037,67925,63481
21/04,Miércoles,63312,72842,68077
22/04,Jueves,62176,71536,66856
23/04,Viernes,59781,68781,64281
26/04,Lunes,60097,69143,64620
27/04,Martes,56650,65178,60914
28/04,Miércoles,55953,64377,60165
29/04,Jueves,55994,64424,60209
30/04,Viernes,56398,64888,60643
3/05,Lunes,55173,63479,59326
4/05,Martes,57102,65698,61400
5/05,Miércoles,58433,67229,62831
6/05,Jueves,55115,63411,59263
7/05,Viernes,53058,61046,57052
10/05,Lunes,57330,65960,61645
