0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/10,Jueves,55307,63633,59470
8/10,Viernes,57815,66519,62167
11/10,Lunes,59059,67949,63504
12/10,Martes,59755,68751,64253
13/10,Miércoles,59143,68047,63595
14/10,Jueves,64996,74780,69888
15/10,Viernes,68565,78887,73726
18/10,Lunes,69378,79822,74600
19/10,Martes,67524,77688,72606
20/10,Miércoles,65939,75865,70902
21/10,Jueves,66679,76717,71698
22/10,Viernes,66487,76495,71491
25/10,Lunes,63457,73009,68233
26/10,Martes,65366,75206,70286
27/10,Miércoles,70091,80643,75367
28/10,Jueves,66365,76355,71360
29/10,Viernes,60293,69369,64831
1/11,Lunes,58965,67841,63403
2/11,Martes,60233,69301,64767
3/11,Miércoles,59637,68615,64126
4/11,Jueves,59166,68072,63619
5/11,Viernes,60447,69547,64997
8/11,Lunes,63363,72901,68132
9/11,Martes,61845,71155,66500
