0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/08,Jueves,42354,48730,45542
13/08,Viernes,41722,48002,44862
16/08,Lunes,44070,50704,47387
17/08,Martes,43292,49809,46550
18/08,Miércoles,45067,51851,48459
19/08,Jueves,47237,54347,50792
20/08,Viernes,48615,55933,52274
23/08,Lunes,50577,58191,54384
24/08,Martes,49321,56745,53033
25/08,Miércoles,48437,55729,52083
26/08,Jueves,46646,53668,50157
27/08,Viernes,45780,52672,49226
30/08,Lunes,48249,55513,51881
31/08,Martes,48247,55511,51879
1/09,Miércoles,48907,56269,52588
2/09,Jueves,51810,59610,55710
3/09,Viernes,54606,62826,58716
6/09,Lunes,56325,64803,60564
7/09,Martes,57449,66097,61773
8/09,Miércoles,59799,68801,64300
9/09,Jueves,60096,69142,64619
10/09,Viernes,64828,74588,69708
13/09,Lunes,62615,72041,67328
14/09,Martes,60726,69868,65297
